,BREED_ID,PET_ID,GENDER,NEUTER_DATE,VISIT_DATE,VISIT_AGE,WEIGHT,BCS_RECORDED,BCS_PREDICTED,PREVENTIVE_CARE_VISIT,HEALTHY_PET_DIAGNOSIS,AV_BREED_WEIGHT,Age (Days),Age (Weeks)
5960196,1,29613,FS,2012-09-21,2012-09-21T04:00:00Z,0.388,22.226,None,None,N,Y,54.216,139.68,20.176000000000002
5923674,1,22492,M,Unknown,2010-05-08T04:00:00Z,0.496,35.834,None,None,N,N,54.216,178.56,25.792
5925366,1,22839,MN,Unknown,2010-06-12T04:00:00Z,1.167,59.058,None,None,Y,N,54.216,420.12,60.684000000000005
5850828,1,7877,FS,2004-05-10,2003-05-15T04:00:00Z,0.122,3.674,None,None,Y,N,54.216,43.92,6.343999999999999
5848591,1,7412,FS,2005-04-18,2005-04-23T04:00:00Z,0.475,28.894,None,None,N,N,54.216,171.0,24.7
5844035,1,6533,FS,2005-05-19,2005-01-29T05:00:00Z,0.169,9.072,None,None,Y,Y,54.216,60.84,8.788
5908224,1,19737,MN,Unknown,2009-12-13T05:00:00Z,2.453,53.978,None,None,N,N,54.216,883.0799999999999,127.556
5952806,1,28034,F,Unknown,2012-04-18T04:00:00Z,0.276,16.874,None,None,N,N,54.216,99.36000000000001,14.352
5886304,1,15188,FS,Unknown,2007-12-29T05:00:00Z,0.144,5.443,None,None,Y,N,54.216,51.839999999999996,7.4879999999999995
5834698,1,3531,F,Unknown,1997-10-04T04:00:00Z,2.714,53.524,None,None,Y,Y,54.216,977.04,141.128
5853732,1,8504,MN,1999-11-09,2000-09-25T04:00:00Z,2.625,54.567,None,Normal,N,N,54.216,945.0,136.5
5831910,1,2514,M,Unknown,1998-08-15T04:00:00Z,0.289,12.338,None,None,Y,N,54.216,104.03999999999999,15.027999999999999
5843073,1,6319,MN,2003-03-06,2003-12-06T05:00:00Z,1.158,60.419,None,None,N,N,54.216,416.88,60.215999999999994
5950258,1,27539,F,Unknown,2011-12-15T05:00:00Z,2.57,47.718,None,None,Y,Y,54.216,925.1999999999999,133.64
5848653,1,7422,FS,2004-07-22,2005-01-17T05:00:00Z,1.067,59.421,None,None,N,N,54.216,384.12,55.483999999999995
5881891,1,14282,MN,2008-01-10,2008-01-10T05:00:00Z,0.59,47.854,None,None,N,N,54.216,212.39999999999998,30.68
5831629,1,2392,M,2000-10-23,2000-05-18T04:00:00Z,0.459,40.279,None,None,Y,Y,54.216,165.24,23.868000000000002
5835733,1,3890,FS,2001-11-21,2001-08-17T04:00:00Z,0.243,15.422,None,None,N,N,54.216,87.48,12.636
5918256,1,21570,FS,2010-05-03,2010-03-14T05:00:00Z,0.273,15.014,None,None,Y,Y,54.216,98.28,14.196000000000002
5953219,1,28113,MN,2012-03-26,2012-02-19T05:00:00Z,1.364,60.781,None,None,N,N,54.216,491.04,70.92800000000001
5868368,1,11328,FS,2005-06-28,2006-03-16T05:00:00Z,1.187,49.895,None,None,N,N,54.216,427.32,61.724000000000004
5922611,1,22304,MN,2010-07-30,2011-06-12T04:00:00Z,1.293,63.049,None,None,Y,Y,54.216,465.47999999999996,67.23599999999999
5932042,1,24006,FS,Unknown,2012-04-23T04:00:00Z,2.088,43.681,None,None,Y,N,54.216,751.6800000000001,108.57600000000001
5901064,1,18309,FS,2009-04-15,2009-02-18T05:00:00Z,0.325,19.641,None,None,Y,N,54.216,117.0,16.900000000000002
5917981,1,21532,MN,Unknown,2012-06-04T04:00:00Z,2.572,58.513,None,None,N,N,54.216,925.9200000000001,133.744
5867994,1,11245,FS,Unknown,2004-01-27T05:00:00Z,2.758,35.471,Thin,None,N,N,54.216,992.88,143.416
5928382,1,23346,M,Unknown,2011-10-05T04:00:00Z,1.271,66.678,None,None,N,Y,54.216,457.55999999999995,66.092
5910624,1,20159,M,Unknown,2009-08-16T04:00:00Z,0.586,50.802,None,None,N,N,54.216,210.95999999999998,30.471999999999998
5835373,1,3783,F,Unknown,2001-06-21T04:00:00Z,0.141,2.277,None,None,Y,N,54.216,50.76,7.331999999999999
5885857,1,15086,FS,2008-03-21,2008-02-02T05:00:00Z,0.415,18.144,None,None,Y,Y,54.216,149.4,21.58
5942299,1,25953,M,Unknown,2012-02-16T05:00:00Z,0.943,52.98,None,None,N,N,54.216,339.47999999999996,49.035999999999994
5923556,1,22463,FS,2010-09-08,2012-06-21T04:00:00Z,2.28,38.283,None,None,N,N,54.216,820.8,118.55999999999999
5890821,1,16119,FS,2008-08-13,2009-04-04T04:00:00Z,1.05,45.722,None,None,N,N,54.216,378.0,54.6
5918691,1,21646,MN,2010-05-28,2010-05-24T04:00:00Z,0.393,34.11,None,None,N,N,54.216,141.48000000000002,20.436
5897338,1,17567,FS,2008-11-20,2009-01-21T05:00:00Z,0.481,29.03,None,None,Y,N,54.216,173.16,25.012
5879777,1,13837,MN,Unknown,2007-11-05T05:00:00Z,0.871,44.18,None,None,N,N,54.216,313.56,45.292
5943666,1,26243,MN,Unknown,2011-09-26T04:00:00Z,0.383,23.088,None,None,N,N,54.216,137.88,19.916
5853086,1,8367,M,Unknown,2005-05-19T04:00:00Z,0.273,20.049,None,None,Y,N,54.216,98.28,14.196000000000002
5890590,1,16082,FS,2008-07-25,2008-05-25T04:00:00Z,0.308,11.748,None,None,Y,N,54.216,110.88,16.016
5877266,1,13262,MN,2007-03-07,2007-08-17T04:00:00Z,0.853,50.666,None,None,Y,N,54.216,307.08,44.356
5926325,1,23024,MN,2010-07-30,2010-09-23T04:00:00Z,0.538,32.296,None,None,N,N,54.216,193.68,27.976000000000003
5833919,1,3219,M,Unknown,2000-06-28T04:00:00Z,1.736,62.233,None,None,N,N,54.216,624.96,90.272
5956197,1,28724,MN,2012-07-21,2012-04-20T04:00:00Z,0.125,3.992,None,None,Y,N,54.216,45.0,6.5
5839254,1,5151,FS,Unknown,2000-05-13T04:00:00Z,0.42,28.44,Normal,None,N,N,54.216,151.2,21.84
5870307,1,11765,MN,Unknown,2006-08-24T04:00:00Z,0.81,50.802,None,None,Y,Y,54.216,291.6,42.120000000000005
5828910,1,1416,MN,2004-03-05,2003-12-09T05:00:00Z,0.204,15.513,None,None,Y,Y,54.216,73.44,10.607999999999999
5828168,1,1207,MN,2000-09-19,2002-03-22T05:00:00Z,2.086,63.821,None,Normal,N,N,54.216,750.9599999999999,108.472
5890412,1,16040,F,Unknown,2008-05-13T04:00:00Z,0.292,16.42,None,None,Y,N,54.216,105.11999999999999,15.184
5901152,1,18326,MN,2009-04-21,2009-05-13T04:00:00Z,0.413,22.725,None,None,N,Y,54.216,148.67999999999998,21.476
5940963,1,25709,MN,2011-05-31,2012-08-16T04:00:00Z,1.512,63.367,None,None,Y,Y,54.216,544.32,78.624
5869280,1,11547,FS,2006-12-22,2006-08-19T04:00:00Z,0.417,29.166,None,None,N,N,54.216,150.12,21.683999999999997
5846621,1,6990,FS,2003-06-04,2005-04-05T04:00:00Z,2.262,54.431,None,None,Y,N,54.216,814.32,117.624
5912105,1,20460,FS,Unknown,2010-09-22T04:00:00Z,2.349,52.617,None,None,Y,N,54.216,845.6400000000001,122.14800000000001
5957071,1,28922,MN,2012-09-03,2012-11-13T05:00:00Z,0.702,49.895,Thin,None,N,N,54.216,252.71999999999997,36.504
5956421,1,28779,MN,2012-10-22,2012-04-16T04:00:00Z,0.115,5.262,None,None,Y,N,54.216,41.4,5.98
5889232,1,15815,MN,2008-04-02,2008-04-12T04:00:00Z,0.503,31.026,None,None,N,N,54.216,181.08,26.156
5914597,1,20925,M,Unknown,2009-12-03T05:00:00Z,0.306,13.971,None,None,Y,Y,54.216,110.16,15.911999999999999
5937311,1,24984,FS,2011-04-14,2011-02-24T05:00:00Z,0.269,9.48,None,None,Y,N,54.216,96.84,13.988000000000001
5893018,1,16602,M,Unknown,2008-07-10T04:00:00Z,0.385,24.222,None,None,Y,N,54.216,138.6,20.02
5904950,1,19116,M,Unknown,2009-05-16T04:00:00Z,2.289,51.574,None,None,Y,N,54.216,824.0400000000001,119.028
5898506,1,17797,FS,2009-05-20,2009-04-29T04:00:00Z,0.686,38.601,Thin,None,Y,Y,54.216,246.96,35.672000000000004
5825777,1,393,FS,1998-05-07,1998-05-07T04:00:00Z,1.519,52.163,None,None,N,N,54.216,546.8399999999999,78.988
5927923,1,23294,MN,2011-01-10,2011-06-20T04:00:00Z,1.047,56.699,None,None,N,N,54.216,376.91999999999996,54.443999999999996
5946666,1,26814,FS,2011-10-01,2011-10-01T04:00:00Z,0.388,29.03,None,None,N,Y,54.216,139.68,20.176000000000002
5871327,1,11993,FS,2006-09-13,2006-10-15T04:00:00Z,0.456,26.49,None,None,Y,N,54.216,164.16,23.712
5882361,1,14366,FS,2007-09-21,2008-06-19T04:00:00Z,1.272,52.163,None,None,Y,N,54.216,457.92,66.144
5947815,1,27041,MN,2011-12-13,2011-10-22T04:00:00Z,0.458,19.55,Thin,None,Y,Y,54.216,164.88,23.816000000000003
5942416,1,25985,MN,2011-10-21,2011-06-14T04:00:00Z,0.167,5.443,None,None,Y,N,54.216,60.120000000000005,8.684000000000001
5868148,1,11290,MN,2005-06-15,2005-04-07T04:00:00Z,0.198,10.614,None,None,N,N,54.216,71.28,10.296000000000001
5954339,1,28343,MN,2012-08-14,2012-11-25T05:00:00Z,0.899,48.353,None,None,N,N,54.216,323.64,46.748000000000005
5869023,1,11481,MN,2006-05-29,2006-05-10T04:00:00Z,0.394,35.516,None,None,Y,Y,54.216,141.84,20.488
5884339,1,14744,FS,Unknown,2008-07-26T04:00:00Z,2.889,51.71,None,None,N,N,54.216,1040.04,150.22799999999998
5847426,1,7144,FS,2007-01-15,2007-03-07T05:00:00Z,1.177,38.011,None,None,N,N,54.216,423.72,61.204
5896038,1,17268,MN,2008-11-18,2009-09-24T04:00:00Z,1.388,56.472,None,None,Y,N,54.216,499.67999999999995,72.17599999999999
5927188,1,23174,MN,2010-10-14,2010-07-20T04:00:00Z,0.252,9.616,None,None,Y,N,54.216,90.72,13.104
5931366,1,23897,M,2013-12-03,2012-06-30T04:00:00Z,1.885,56.881,None,None,N,N,54.216,678.6,98.02
5895107,1,17062,M,Unknown,2008-10-15T04:00:00Z,0.264,11.793,None,None,Y,Y,54.216,95.04,13.728000000000002
5934454,1,24475,M,Unknown,2010-12-21T05:00:00Z,1.501,49.895,Thin,None,Y,N,54.216,540.36,78.05199999999999
5838637,1,4953,F,Unknown,1997-03-22T05:00:00Z,0.197,12.247,None,None,Y,Y,54.216,70.92,10.244
5958521,1,29235,MN,2013-03-06,2012-08-10T04:00:00Z,0.367,19.958,None,None,N,N,54.216,132.12,19.084
5939837,1,25481,MN,2011-07-01,2012-02-04T05:00:00Z,1.279,63.503,None,None,N,N,54.216,460.43999999999994,66.508
5859374,1,9578,FS,Unknown,2005-06-13T04:00:00Z,1.768,57.289,Heavy,None,N,N,54.216,636.48,91.936
5825897,1,433,FS,Unknown,2000-03-17T05:00:00Z,0.319,16.465,None,None,Y,Y,54.216,114.84,16.588
5957064,1,28922,MN,2012-09-03,2012-06-13T04:00:00Z,0.283,11.294,Thin,None,Y,Y,54.216,101.88,14.716
5955280,1,28547,FS,2012-07-18,2012-04-15T04:00:00Z,0.233,14.243,None,None,Y,N,54.216,83.88000000000001,12.116000000000001
5965276,1,31001,FS,2013-01-04,2012-11-26T05:00:00Z,0.691,31.842,Thin,None,N,N,54.216,248.76,35.931999999999995
5878714,1,13598,MN,2007-06-22,2007-06-13T04:00:00Z,0.412,21.636,None,None,N,N,54.216,148.32,21.424
5933551,1,24297,FS,2011-01-25,2010-11-30T05:00:00Z,0.285,11.068,None,None,Y,N,54.216,102.6,14.819999999999999
5921025,1,22041,MN,Unknown,2012-11-17T05:00:00Z,2.803,49.532,None,None,N,N,54.216,1009.0799999999999,145.756
5871674,1,12065,MN,2006-10-23,2006-09-28T04:00:00Z,0.314,23.587,None,None,Y,Y,54.216,113.04,16.328
5918915,1,21691,MN,2012-08-30,2010-07-05T04:00:00Z,0.597,39.009,None,None,N,N,54.216,214.92,31.043999999999997
5886620,1,15246,M,Unknown,2008-01-09T05:00:00Z,0.196,8.89,None,None,Y,N,54.216,70.56,10.192
5889798,1,15914,MN,2009-01-08,2008-08-22T04:00:00Z,0.552,36.56,None,None,N,N,54.216,198.72000000000003,28.704
5943818,1,26276,FS,2011-09-22,2011-08-03T04:00:00Z,0.227,9.525,None,None,Y,Y,54.216,81.72,11.804
5854370,1,8662,FS,Unknown,2005-10-25T04:00:00Z,1.363,47.809,None,None,Y,N,54.216,490.68,70.876
5878450,1,13538,MN,2007-08-31,2007-05-10T04:00:00Z,1.607,63.185,Thin,None,Y,N,54.216,578.52,83.564
5878160,1,13476,MN,Unknown,2007-06-13T04:00:00Z,1.708,55.202,None,None,Y,N,54.216,614.88,88.816
5837088,1,4380,M,Unknown,1996-05-15T04:00:00Z,0.169,11.068,None,None,Y,Y,54.216,60.84,8.788
5830629,1,1988,M,Unknown,2003-07-20T04:00:00Z,0.87,26.263,None,None,Y,N,54.216,313.2,45.24
5888606,1,15690,FS,2008-05-02,2010-10-11T04:00:00Z,2.788,46.04,None,None,N,N,54.216,1003.68,144.976
5960449,1,29671,FS,2012-09-04,2012-10-25T04:00:00Z,0.458,29.937,None,None,N,N,54.216,164.88,23.816000000000003
5948121,1,27102,MN,2011-12-02,2011-11-18T05:00:00Z,0.266,20.502,None,None,Y,Y,54.216,95.76,13.832
5898485,1,17793,M,Unknown,2009-11-11T05:00:00Z,1.98,60.781,None,None,Y,N,54.216,712.8,102.96
5942822,1,26069,FS,2011-09-14,2011-09-14T04:00:00Z,0.503,31.026,None,None,N,Y,54.216,181.08,26.156
5904092,1,18947,FS,2009-07-17,2009-05-18T04:00:00Z,0.317,19.686,None,None,Y,N,54.216,114.12,16.484
5854919,1,8756,MN,2004-01-07,2004-02-11T05:00:00Z,0.396,31.752,None,None,N,N,54.216,142.56,20.592000000000002
5896154,1,17292,FS,Unknown,2010-01-19T05:00:00Z,2.939,45.813,None,None,Y,N,54.216,1058.04,152.828
5849741,1,7617,FS,2005-11-25,2005-11-04T05:00:00Z,0.391,28.531,None,None,Y,N,54.216,140.76,20.332
5928076,1,23307,MN,2010-10-18,2010-11-27T05:00:00Z,0.481,44.361,None,None,N,N,54.216,173.16,25.012
5907951,1,19695,MN,2009-07-30,2009-07-30T04:00:00Z,0.305,21.319,None,None,N,N,54.216,109.8,15.86
5935233,1,24620,M,Unknown,2011-01-16T05:00:00Z,0.773,50.576,None,None,Y,N,54.216,278.28000000000003,40.196
5859722,1,9637,M,Unknown,2003-07-30T04:00:00Z,2.025,60.328,None,None,N,N,54.216,729.0,105.3
5873153,1,12427,FS,2006-12-02,2006-10-09T04:00:00Z,0.184,9.662,None,None,N,N,54.216,66.24,9.568
5840570,1,5580,FS,2004-04-13,2004-09-04T04:00:00Z,0.864,40.823,None,None,Y,N,54.216,311.04,44.928
5935129,1,24599,FS,2011-03-05,2011-12-29T05:00:00Z,1.141,48.172,Thin,None,Y,Y,54.216,410.76,59.332
5944168,1,26333,MN,2011-10-28,2013-03-01T05:00:00Z,1.858,56.79,Normal,None,N,N,54.216,668.88,96.616
5829366,1,1552,MN,2003-03-24,2002-09-21T04:00:00Z,0.349,27.125,None,None,Y,Y,54.216,125.63999999999999,18.148
5895339,1,17108,M,Unknown,2008-11-12T05:00:00Z,0.182,13.608,None,None,Y,Y,54.216,65.52,9.464
5875262,1,12853,M,Unknown,2007-08-23T04:00:00Z,1.013,52.163,None,None,N,Y,54.216,364.67999999999995,52.675999999999995
5956193,1,28723,MN,2012-07-06,2012-08-12T04:00:00Z,0.507,39.463,None,None,N,N,54.216,182.52,26.364
5910195,1,20084,M,Unknown,2009-11-07T05:00:00Z,0.587,40.551,None,None,Y,N,54.216,211.32,30.523999999999997
5861427,1,9962,F,Unknown,2003-12-24T05:00:00Z,2.678,48.761,None,None,Y,Y,54.216,964.0799999999999,139.256
5892502,1,16496,FS,2008-09-22,2009-01-19T05:00:00Z,0.73,31.752,None,None,N,Y,54.216,262.8,37.96
5827729,1,1083,F,Unknown,1999-01-15T05:00:00Z,0.413,31.933,None,None,Y,Y,54.216,148.67999999999998,21.476
5958342,1,29200,FS,2012-10-29,2012-11-09T05:00:00Z,0.68,53.705,None,None,N,N,54.216,244.8,35.36
5856321,1,8973,F,Unknown,2002-06-26T04:00:00Z,1.319,48.988,None,None,Y,N,54.216,474.84,68.588
5910343,1,20108,FS,2010-04-30,2009-09-20T04:00:00Z,0.338,20.775,None,None,Y,N,54.216,121.68,17.576
5825946,1,446,M,1998-08-26,1998-09-20T04:00:00Z,0.739,41.549,None,None,N,N,54.216,266.04,38.428
5840420,1,5530,M,Unknown,2002-04-22T04:00:00Z,2.706,59.239,None,Thin,N,N,54.216,974.16,140.712
5935234,1,24621,MN,Unknown,2011-01-09T05:00:00Z,1.504,65.771,None,None,N,N,54.216,541.44,78.208
5903869,1,18906,MN,2010-03-30,2009-03-31T04:00:00Z,0.33,17.781,None,None,Y,N,54.216,118.80000000000001,17.16
5921579,1,22146,FS,Unknown,2010-06-01T04:00:00Z,1.167,52.617,None,None,N,N,54.216,420.12,60.684000000000005
5941554,1,25808,MN,2011-08-05,2011-07-15T04:00:00Z,0.425,21.772,None,None,Y,Y,54.216,153.0,22.099999999999998
5946553,1,26795,M,Unknown,2011-09-28T04:00:00Z,0.216,12.701,None,None,Y,Y,54.216,77.76,11.232
5906758,1,19491,FS,2009-08-14,2010-02-05T05:00:00Z,0.826,38.147,None,None,Y,Y,54.216,297.35999999999996,42.952
5898073,1,17721,M,Unknown,2009-03-09T04:00:00Z,0.492,42.229,Thin,None,Y,Y,54.216,177.12,25.584
5914202,1,20850,FS,2010-01-05,2010-01-17T05:00:00Z,0.453,30.255,None,None,N,N,54.216,163.08,23.556
5879526,1,13767,FS,2007-08-22,2009-07-09T04:00:00Z,2.275,64.41,None,None,N,N,54.216,819.0,118.3
5849412,1,7569,F,Unknown,2005-03-13T05:00:00Z,1.328,53.07,None,None,Y,N,54.216,478.08000000000004,69.056
5869926,1,11684,MN,2006-08-21,2006-05-25T04:00:00Z,0.254,11.612,None,None,Y,N,54.216,91.44,13.208
5921267,1,22084,FS,2010-06-25,2010-05-27T04:00:00Z,0.353,27.216,None,None,N,N,54.216,127.08,18.355999999999998
5833040,1,2940,FS,2000-01-11,2000-01-28T05:00:00Z,0.483,20.865,None,None,Y,N,54.216,173.88,25.116
5910594,1,20154,M,Unknown,2010-02-08T05:00:00Z,0.773,47.31,None,None,Y,N,54.216,278.28000000000003,40.196
5859734,1,9638,FS,2003-07-22,2003-07-11T04:00:00Z,0.418,18.779,None,None,Y,N,54.216,150.48,21.736
5912191,1,20472,FS,2010-01-27,2012-01-04T05:00:00Z,2.42,46.085,None,None,N,N,54.216,871.1999999999999,125.84
5890361,1,16029,FS,Unknown,2008-04-26T04:00:00Z,2.506,38.555,None,None,N,N,54.216,902.16,130.31199999999998
5883147,1,14519,MN,2007-12-06,2007-09-06T04:00:00Z,0.226,14.061,None,None,Y,Y,54.216,81.36,11.752
5957457,1,28995,FS,2012-08-15,2012-07-12T04:00:00Z,0.392,24.766,None,None,Y,N,54.216,141.12,20.384
5957940,1,29095,FS,2012-05-28,2012-10-16T04:00:00Z,0.912,37.557,None,None,N,N,54.216,328.32,47.424
5965535,1,31081,FS,2013-03-01,2012-12-06T05:00:00Z,0.208,10.569,None,None,Y,N,54.216,74.88,10.815999999999999
5934196,1,24417,MN,Unknown,2011-01-24T05:00:00Z,0.312,25.855,None,None,Y,Y,54.216,112.32,16.224
5885208,1,14949,FS,2008-02-12,2010-04-08T04:00:00Z,2.541,47.491,None,None,N,N,54.216,914.76,132.132
5859833,1,9662,MN,2004-01-15,2005-02-16T05:00:00Z,1.535,49.532,None,None,Y,N,54.216,552.6,79.82
5966558,1,31428,M,2013-04-26,2013-02-09T05:00:00Z,0.25,13.472,None,None,Y,N,54.216,90.0,13.0
5870900,1,11909,M,Unknown,2006-07-01T04:00:00Z,0.155,7.212,None,None,Y,Y,54.216,55.8,8.06
5964059,1,30615,MN,2013-01-29,2012-10-25T04:00:00Z,0.194,8.845,None,None,Y,Y,54.216,69.84,10.088000000000001
5930982,1,23814,MN,2011-03-08,2012-03-19T04:00:00Z,1.966,50.349,None,None,N,N,54.216,707.76,102.232
5866007,1,10869,MN,2005-03-12,2004-02-21T05:00:00Z,0.94,58.967,None,None,Y,N,54.216,338.4,48.879999999999995
5910923,1,20228,FS,2009-11-24,2011-06-24T04:00:00Z,2.004,37.557,None,None,N,N,54.216,721.44,104.208
5950821,1,27641,MN,2012-11-19,2013-01-03T05:00:00Z,1.192,49.895,None,None,Y,Y,54.216,429.12,61.983999999999995
5833127,1,2981,MN,1997-10-30,1997-08-15T04:00:00Z,0.323,23.678,None,None,Y,Y,54.216,116.28,16.796
5937436,1,25000,FS,2011-06-10,2012-04-01T04:00:00Z,1.285,50.213,None,None,N,N,54.216,462.59999999999997,66.82
5922307,1,22245,FS,2010-05-24,2010-10-15T04:00:00Z,0.757,36.061,None,None,N,Y,54.216,272.52,39.364
5886568,1,15234,M,Unknown,2010-01-27T05:00:00Z,2.391,51.437,None,None,Y,N,54.216,860.76,124.332
5862288,1,10113,F,Unknown,2005-06-09T04:00:00Z,0.448,25.583,None,None,Y,Y,54.216,161.28,23.296
5914651,1,20930,MN,2010-05-20,2010-04-01T04:00:00Z,0.618,48.081,None,None,N,N,54.216,222.48,32.136
5910817,1,20204,MN,2009-12-10,2009-11-06T05:00:00Z,0.462,37.83,None,None,Y,N,54.216,166.32000000000002,24.024
5860691,1,9802,FS,2003-09-23,2003-10-22T04:00:00Z,0.626,40.823,None,None,Y,N,54.216,225.36,32.552
5909737,1,20024,F,Unknown,2010-08-18T04:00:00Z,1.302,38.873,None,None,Y,N,54.216,468.72,67.70400000000001
5940871,1,25695,FS,Unknown,2011-12-02T05:00:00Z,2.071,53.161,None,None,N,N,54.216,745.5600000000001,107.69200000000001
5900435,1,18179,M,Unknown,2009-02-02T05:00:00Z,0.829,46.675,None,None,Y,N,54.216,298.44,43.108
5906883,1,19521,FS,Unknown,2010-09-01T04:00:00Z,1.914,42.229,None,None,N,N,54.216,689.04,99.52799999999999
5958053,1,29128,FS,2012-08-16,2012-06-24T04:00:00Z,0.222,12.247,None,None,Y,N,54.216,79.92,11.544
5938831,1,25279,FS,2011-05-12,2011-05-13T04:00:00Z,1.361,41.005,None,None,N,N,54.216,489.96,70.772
5931365,1,23897,M,2013-12-03,2012-06-16T04:00:00Z,1.847,54.431,None,None,N,N,54.216,664.92,96.044
5916626,1,21292,MN,2010-03-22,2012-01-02T05:00:00Z,2.229,50.44,None,None,Y,N,54.216,802.44,115.908
5961232,1,29856,M,Unknown,2013-02-14T05:00:00Z,0.759,46.085,None,None,Y,Y,54.216,273.24,39.468
5878429,1,13534,FS,Unknown,2007-04-06T04:00:00Z,2.002,45.813,None,None,Y,N,54.216,720.7199999999999,104.10399999999998
5946320,1,26757,F,Unknown,2011-09-02T04:00:00Z,2.795,45.178,None,None,Y,Y,54.216,1006.1999999999999,145.34
5909498,1,19976,FS,Unknown,2009-11-12T05:00:00Z,2.3,63.503,None,None,N,N,54.216,827.9999999999999,119.6
5891118,1,16181,MN,2008-05-28,2009-01-09T05:00:00Z,0.991,51.664,None,None,N,N,54.216,356.76,51.532
5840894,1,5692,MN,Unknown,2002-03-23T05:00:00Z,0.273,12.338,None,None,N,N,54.216,98.28,14.196000000000002
5941054,1,25727,FS,2011-08-17,2011-05-25T04:00:00Z,0.276,14.742,None,None,Y,N,54.216,99.36000000000001,14.352
5842197,1,6110,M,Unknown,2003-07-02T04:00:00Z,1.746,47.627,None,None,N,N,54.216,628.56,90.792
5860833,1,9828,FS,Unknown,2004-04-27T04:00:00Z,1.108,57.153,None,None,N,N,54.216,398.88000000000005,57.61600000000001
5965364,1,31029,FS,2013-03-12,2013-02-26T05:00:00Z,0.417,35.471,Normal,None,N,N,54.216,150.12,21.683999999999997
5874982,1,12789,FS,2007-04-11,2007-01-04T05:00:00Z,0.193,5.171,None,None,N,N,54.216,69.48,10.036
5827540,1,1036,MN,2002-02-28,2002-02-28T05:00:00Z,2.006,53.07,None,Normal,N,N,54.216,722.16,104.31199999999998
5888805,1,15732,M,Unknown,2008-04-27T04:00:00Z,0.287,19.187,None,None,Y,Y,54.216,103.32,14.924
5868402,1,11330,MN,2005-10-21,2007-05-14T04:00:00Z,1.954,65.771,None,None,N,N,54.216,703.4399999999999,101.608
5960073,1,29592,MN,2012-07-20,2013-02-16T05:00:00Z,1.02,47.174,Thin,None,Y,N,54.216,367.2,53.04
5873150,1,12425,FS,Unknown,2006-10-03T04:00:00Z,1.67,23.904,None,None,Y,N,54.216,601.1999999999999,86.84
5912971,1,20619,MN,2009-12-01,2009-12-01T05:00:00Z,0.363,22.271,None,None,N,Y,54.216,130.68,18.875999999999998
5905553,1,19226,FS,2009-12-01,2010-06-10T04:00:00Z,1.242,39.463,Thin,None,Y,Y,54.216,447.12,64.584
5889771,1,15909,MN,2008-08-08,2009-05-09T04:00:00Z,1.283,63.866,None,None,Y,N,54.216,461.88,66.716
5913828,1,20778,FS,2009-12-09,2009-11-30T05:00:00Z,0.428,25.719,None,None,Y,Y,54.216,154.07999999999998,22.256
5867725,1,11184,M,Unknown,2005-10-29T04:00:00Z,1.723,39.463,None,None,N,N,54.216,620.2800000000001,89.596
5909012,1,19885,FS,Unknown,2011-03-03T05:00:00Z,2.952,63.503,Heavy,None,Y,N,54.216,1062.72,153.504
5905615,1,19237,MN,2009-07-29,2009-07-20T04:00:00Z,0.363,26.535,None,None,N,N,54.216,130.68,18.875999999999998
5919609,1,21786,FS,2010-04-15,2011-04-18T04:00:00Z,1.307,56.019,None,None,Y,N,54.216,470.52,67.964
5908912,1,19864,F,Unknown,2009-07-14T04:00:00Z,2.002,45.042,None,None,Y,N,54.216,720.7199999999999,104.10399999999998
5896181,1,17299,MN,2008-10-28,2009-12-23T05:00:00Z,1.609,51.256,None,None,Y,N,54.216,579.24,83.668
5960352,1,29652,M,Unknown,2012-11-28T05:00:00Z,0.564,46.266,Normal,None,N,N,54.216,203.04,29.327999999999996
5836800,1,4263,F,Unknown,1999-02-27T05:00:00Z,0.254,16.919,None,None,Y,N,54.216,91.44,13.208
5914385,1,20881,MN,2009-12-02,2009-12-02T05:00:00Z,0.565,38.918,None,None,N,N,54.216,203.39999999999998,29.379999999999995
5946167,1,26731,M,Unknown,2012-09-12T04:00:00Z,1.285,44.089,Normal,None,Y,N,54.216,462.59999999999997,66.82
5893068,1,16609,M,Unknown,2009-06-04T04:00:00Z,1.322,74.843,None,None,Y,N,54.216,475.92,68.744
5913199,1,20664,MN,2009-10-30,2010-03-02T05:00:00Z,0.776,50.122,None,None,N,N,54.216,279.36,40.352000000000004
5895655,1,17170,F,Unknown,2008-09-13T04:00:00Z,0.16,9.525,None,None,Y,N,54.216,57.6,8.32
5862208,1,10103,F,Unknown,2005-03-23T05:00:00Z,0.423,21.092,None,None,N,N,54.216,152.28,21.996
5877682,1,13357,FS,2007-03-23,2007-03-17T04:00:00Z,0.27,15.468,None,None,Y,N,54.216,97.2,14.040000000000001
5848179,1,7311,FS,2002-04-19,2002-01-18T05:00:00Z,0.346,22.271,None,None,Y,N,54.216,124.55999999999999,17.991999999999997
5861639,1,9986,FS,2005-06-09,2006-05-03T04:00:00Z,1.569,53.07,None,None,N,N,54.216,564.84,81.588
5949992,1,27491,M,Unknown,2011-12-21T05:00:00Z,0.557,28.44,None,None,Y,N,54.216,200.52,28.964000000000002
5962664,1,30239,MN,2012-11-08,2012-09-27T04:00:00Z,0.227,13.336,None,None,Y,Y,54.216,81.72,11.804
